"REF_DATE","GEO","DGUID","Operational and financial statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1987-01","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","27567","","","t","0"
"1987-01","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","84283","","","t","0"
"1987-01","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","62","","","","0"
"1987-01","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","289797","","","","0"
"1987-01","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","361188","","","","0"
"1987-01","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","359642","","","t","0"
"1987-01","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","19443","","","t","0"
"1987-02","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1869","","","","0"
"1987-02","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","3574174","","","","0"
"1987-02","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","28598","","","t","0"
"1987-02","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","89155","","","t","0"
"1987-02","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","55","","","","0"
"1987-02","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","266997","","","","0"
"1987-02","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","349129","","","","0"
"1987-02","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","352328","","","t","0"
"1987-02","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","19567","","","t","0"
"1987-03","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2174","","","","0"
"1987-03","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4251149","","","","0"
"1987-03","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","32712","","","t","0"
"1987-03","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","108300","","","t","0"
"1987-03","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","64","","","","0"
"1987-03","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","304292","","","","0"
"1987-03","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","346820","","","","0"
"1987-03","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","389882","","","t","0"
"1987-03","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","18420","","","t","0"
"1987-04","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1935","","","","0"
"1987-04","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","3678887","","","","0"
"1987-04","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","31201","","","t","0"
"1987-04","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","97913","","","t","0"
"1987-04","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","53","","","","0"
"1987-04","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","273314","","","","0"
"1987-04","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","387240","","","","0"
"1987-04","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","381849","","","t","0"
"1987-04","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","16702","","","t","0"
"1987-05","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2008","","","","0"
"1987-05","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4149455","","","","0"
"1987-05","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","31726","","","t","0"
"1987-05","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","99885","","","t","0"
"1987-05","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","61","","","","0"
"1987-05","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","308650","","","","0"
"1987-05","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","440576","","","","0"
"1987-05","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","401615","","","t","0"
"1987-05","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","18219","","","t","0"
"1987-06","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2332","","","","0"
"1987-06","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4636639","","","","0"
"1987-06","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","34622","","","t","0"
"1987-06","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","105532","","","t","0"
"1987-06","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","68","","","","0"
"1987-06","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","334919","","","","0"
"1987-06","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","476084","","","","0"
"1987-06","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","413145","","","t","0"
"1987-06","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","14563","","","t","0"
"1987-07","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2140","","","","0"
"1987-07","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4976186","","","","0"
"1987-07","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","33982","","","t","0"
"1987-07","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","108227","","","t","0"
"1987-07","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","66","","","","0"
"1987-07","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","342421","","","","0"
"1987-07","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","512949","","","","0"
"1987-07","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","435273","","","t","0"
"1987-07","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","15041","","","t","0"
"1987-08","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2310","","","","0"
"1987-08","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","5322931","","","","0"
"1987-08","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","33479","","","t","0"
"1987-08","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","108697","","","t","0"
"1987-08","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","66","","","","0"
"1987-08","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","346841","","","","0"
"1987-08","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","535472","","","","0"
"1987-08","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","444231","","","t","0"
"1987-08","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","13319","","","t","0"
"1987-09","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2020","","","","0"
"1987-09","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4363722","","","","0"
"1987-09","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","34546","","","t","0"
"1987-09","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","108551","","","t","0"
"1987-09","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","59","","","","0"
"1987-09","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","308249","","","","0"
"1987-09","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","476177","","","","0"
"1987-09","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","412102","","","t","0"
"1987-09","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","13710","","","t","0"
"1987-10","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1942","","","","0"
"1987-10","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","3789213","","","","0"
"1987-10","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","36801","","","t","0"
"1987-10","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","119825","","","t","0"
"1987-10","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","60","","","","0"
"1987-10","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","294329","","","","0"
"1987-10","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","433040","","","","0"
"1987-10","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","410919","","","t","0"
"1987-10","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","13137","","","t","0"
"1987-11","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1618","","","","0"
"1987-11","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","2999675","","","","0"
"1987-11","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","33234","","","t","0"
"1987-11","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","110698","","","t","0"
"1987-11","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","55","","","","0"
"1987-11","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","256874","","","","0"
"1987-11","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","353069","","","","0"
"1987-11","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","397502","","","t","0"
"1987-11","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","15387","","","t","0"
"1987-12","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1588","","","","0"
"1987-12","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","3007366","","","","0"
"1987-12","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","22439","","","t","0"
"1987-12","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","69219","","","t","0"
"1987-12","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","46","","","","0"
"1987-12","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","208919","","","","0"
"1987-12","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","308955","","","","0"
"1987-12","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","397561","","","t","0"
"1987-12","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","19900","","","t","0"
"1988-01","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1977","","","","0"
"1988-01","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4185794","","","","0"
"1988-01","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","28415","","","t","0"
"1988-01","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","89124","","","t","0"
"1988-01","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","59","","","","0"
"1988-01","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","301907","","","","0"
"1988-01","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","390224","","","","0"
"1988-01","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","396240","","","t","0"
"1988-01","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","18085","","","t","0"
"1988-02","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2010","","","","0"
"1988-02","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4145625","","","","0"
"1988-02","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","30852","","","t","0"
"1988-02","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","97612","","","t","0"
"1988-02","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","58","","","","0"
"1988-02","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","292936","","","","0"
"1988-02","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","393659","","","","0"
"1988-02","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","412039","","","t","0"
"1988-02","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","14247","","","t","0"
"1988-03","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2325","","","","0"
"1988-03","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4732902","","","","0"
"1988-03","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","34996","","","t","0"
"1988-03","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","111420","","","t","0"
"1988-03","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","58","","","","0"
"1988-03","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","310282","","","","0"
"1988-03","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","449247","","","","0"
"1988-03","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","437010","","","t","0"
"1988-03","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","16678","","","t","0"
"1988-04","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1899","","","","0"
"1988-04","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4008605","","","","0"
"1988-04","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","31894","","","t","0"
"1988-04","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","103148","","","t","0"
"1988-04","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","57","","","","0"
"1988-04","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","292250","","","","0"
"1988-04","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","415240","","","","0"
"1988-04","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","419475","","","t","0"
"1988-04","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","17684","","","t","0"
"1988-05","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1952","","","","0"
"1988-05","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4324106","","","","0"
"1988-05","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","33573","","","t","0"
"1988-05","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","109710","","","t","0"
"1988-05","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","61","","","","0"
"1988-05","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","319850","","","","0"
"1988-05","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","451549","","","","0"
"1988-05","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","436262","","","t","0"
"1988-05","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","18207","","","t","0"
"1988-06","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2063","","","","0"
"1988-06","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4738735","","","","0"
"1988-06","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","35783","","","t","0"
"1988-06","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","114084","","","t","0"
"1988-06","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","62","","","","0"
"1988-06","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","333577","","","","0"
"1988-06","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","514415","","","","0"
"1988-06","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","471306","","","t","0"
"1988-06","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","16607","","","t","0"
"1988-07","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2216","","","","0"
"1988-07","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","5632150","","","","0"
"1988-07","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","34977","","","t","0"
"1988-07","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","118726","","","t","0"
"1988-07","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","66","","","","0"
"1988-07","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","371105","","","","0"
"1988-07","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","511092","","","","0"
"1988-07","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","457455","","","t","0"
"1988-07","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","17992","","","t","0"
"1988-08","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2375","","","","0"
"1988-08","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","5840372","","","","0"
"1988-08","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","32668","","","t","0"
"1988-08","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","104398","","","t","0"
"1988-08","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","66","","","","0"
"1988-08","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","370410","","","","0"
"1988-08","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","549506","","","","0"
"1988-08","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","467027","","","t","0"
"1988-08","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","18496","","","t","0"
"1988-09","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2027","","","","0"
"1988-09","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4892360","","","","0"
"1988-09","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","33849","","","t","0"
"1988-09","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","110953","","","t","0"
"1988-09","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","63","","","","0"
"1988-09","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","339393","","","","0"
"1988-09","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","500299","","","","0"
"1988-09","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","466394","","","t","0"
"1988-09","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","20351","","","t","0"
"1988-10","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1741","","","","0"
"1988-10","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4268780","","","","0"
"1988-10","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","35677","","","t","0"
"1988-10","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","122186","","","t","0"
"1988-10","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","63","","","","0"
"1988-10","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","323974","","","","0"
"1988-10","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","444010","","","","0"
"1988-10","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","440484","","","t","0"
"1988-10","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","20113","","","t","0"
"1988-11","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1714","","","","0"
"1988-11","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","3525898","","","","0"
"1988-11","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","33561","","","t","0"
"1988-11","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","113898","","","t","0"
"1988-11","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","59","","","","0"
"1988-11","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","293320","","","","0"
"1988-11","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","395733","","","","0"
"1988-11","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","431061","","","t","0"
"1988-11","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","18691","","","t","0"
"1988-12","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1798","","","","0"
"1988-12","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","3983966","","","","0"
"1988-12","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","37561","","","t","0"
"1988-12","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","128056","","","t","0"
"1988-12","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","62","","","","0"
"1988-12","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","318210","","","","0"
"1988-12","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","438533","","","","0"
"1988-12","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","427871","","","t","0"
"1988-12","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","20290","","","t","0"
"1989-01","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1840","","","","0"
"1989-01","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4260174","","","","0"
"1989-01","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","30684","","","t","0"
"1989-01","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","96238","","","t","0"
"1989-01","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","63","","","","0"
"1989-01","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","322668","","","","0"
"1989-01","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","406411","","","","0"
"1989-01","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","443316","","","t","0"
"1989-01","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","19251","","","t","0"
"1989-02","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1807","","","","0"
"1989-02","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","3976256","","","","0"
"1989-02","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","31810","","","t","0"
"1989-02","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","100561","","","t","0"
"1989-02","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","59","","","","0"
"1989-02","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","293295","","","","0"
"1989-02","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","392533","","","","0"
"1989-02","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","427048","","","t","0"
"1989-02","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","17684","","","t","0"
"1989-03","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2099","","","","0"
"1989-03","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4653521","","","","0"
"1989-03","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","37642","","","t","0"
"1989-03","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","120806","","","t","0"
"1989-03","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","64","","","","0"
"1989-03","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","328457","","","","0"
"1989-03","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","456417","","","","0"
"1989-03","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","468812","","","t","0"
"1989-03","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","18294","","","t","0"
"1989-04","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","1823","","","","0"
"1989-04","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","4052349","","","","0"
"1989-04","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","36520","","","t","0"
"1989-04","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","115910","","","t","0"
"1989-04","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","57","","","","0"
"1989-04","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","298635","","","","0"
"1989-04","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","428309","","","","0"
