"REF_DATE","GEO","DGUID","Operational and financial statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004-02","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2061","","","","0"
"2004-02","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","5454855","","","","0"
"2004-02","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","24707","","","t","0"
"2004-02","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","118304","","","t","0"
"2004-02","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","71","","","","0"
"2004-02","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","277845","","","","0"
"2004-02","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-02","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-02","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-03","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2246","","","","0"
"2004-03","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6087559","","","","0"
"2004-03","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","28574","","","t","0"
"2004-03","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","137398","","","t","0"
"2004-03","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","76","","","","0"
"2004-03","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","300985","","","","0"
"2004-03","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-03","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-03","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-04","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2136","","","","0"
"2004-04","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","5760576","","","","0"
"2004-04","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","24703","","","t","0"
"2004-04","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","105453","","","t","0"
"2004-04","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","71","","","","0"
"2004-04","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","278292","","","","0"
"2004-04","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-04","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-04","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-05","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2269","","","","0"
"2004-05","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6122199","","","","0"
"2004-05","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","25142","","","t","0"
"2004-05","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","123446","","","t","0"
"2004-05","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","74","","","","0"
"2004-05","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","295400","","","","0"
"2004-05","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-05","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-05","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-06","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2370","","","","0"
"2004-06","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6681307","","","","0"
"2004-06","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","23816","","","t","0"
"2004-06","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","123578","","","t","0"
"2004-06","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","77","","","","0"
"2004-06","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","309371","","","","0"
"2004-06","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-06","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-06","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-07","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2671","","","","0"
"2004-07","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","7761081","","","","0"
"2004-07","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","24964","","","t","0"
"2004-07","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","131204","","","t","0"
"2004-07","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","87","","","","0"
"2004-07","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","350177","","","","0"
"2004-07","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-07","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-07","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-08","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2789","","","","0"
"2004-08","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","8045409","","","","0"
"2004-08","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","23976","","","t","0"
"2004-08","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","127014","","","t","0"
"2004-08","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","87","","","","0"
"2004-08","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","354954","","","","0"
"2004-08","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-08","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-08","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-09","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2488","","","","0"
"2004-09","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6814079","","","","0"
"2004-09","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","25172","","","t","0"
"2004-09","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","131466","","","t","0"
"2004-09","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","78","","","","0"
"2004-09","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","321100","","","","0"
"2004-09","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-09","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-09","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-10","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2504","","","","0"
"2004-10","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6329144","","","","0"
"2004-10","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","26552","","","t","0"
"2004-10","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","139394","","","t","0"
"2004-10","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","77","","","","0"
"2004-10","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","305562","","","","0"
"2004-10","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-10","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-10","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-11","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2167","","","","0"
"2004-11","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","5140099","","","","0"
"2004-11","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","23403","","","t","0"
"2004-11","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","116306","","","t","0"
"2004-11","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","71","","","","0"
"2004-11","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","264540","","","","0"
"2004-11","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-11","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-11","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2004-12","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2428","","","","0"
"2004-12","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6123765","","","","0"
"2004-12","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","24071","","","t","0"
"2004-12","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","120198","","","t","0"
"2004-12","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","80","","","","0"
"2004-12","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","302806","","","","0"
"2004-12","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2004-12","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2004-12","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-01","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2453","","","","0"
"2005-01","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6475007","","","","0"
"2005-01","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","20386","","","t","0"
"2005-01","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","99715","","","t","0"
"2005-01","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","83","","","","0"
"2005-01","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","314968","","","","0"
"2005-01","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-01","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-01","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-02","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2384","","","","0"
"2005-02","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","5938230","","","","0"
"2005-02","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","21074","","","t","0"
"2005-02","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","95248","","","t","0"
"2005-02","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","75","","","","0"
"2005-02","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","284549","","","","0"
"2005-02","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-02","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-02","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-03","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2772","","","","0"
"2005-03","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6980815","","","","0"
"2005-03","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","24711","","","t","0"
"2005-03","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","124022","","","t","0"
"2005-03","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","84","","","","0"
"2005-03","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","322839","","","","0"
"2005-03","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-03","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-03","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-04","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2521","","","","0"
"2005-04","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6384969","","","","0"
"2005-04","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","21850","","","t","0"
"2005-04","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","110517","","","t","0"
"2005-04","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","77","","","","0"
"2005-04","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","295936","","","","0"
"2005-04","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-04","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-04","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-05","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2623","","","","0"
"2005-05","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6844490","","","","0"
"2005-05","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","21051","","","t","0"
"2005-05","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","107822","","","t","0"
"2005-05","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","81","","","","0"
"2005-05","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","319435","","","","0"
"2005-05","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-05","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-05","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-06","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2788","","","","0"
"2005-06","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","7420628","","","","0"
"2005-06","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","22287","","","t","0"
"2005-06","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","118133","","","t","0"
"2005-06","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","85","","","","0"
"2005-06","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","297699","","","","0"
"2005-06","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-06","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-06","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-07","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","3094","","","","0"
"2005-07","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","8552328","","","","0"
"2005-07","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","23650","","","t","0"
"2005-07","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","127561","","","t","0"
"2005-07","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","92","","","","0"
"2005-07","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","381336","","","","0"
"2005-07","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-07","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-07","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-08","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","3116","","","","0"
"2005-08","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","8790373","","","","0"
"2005-08","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","22385","","","t","0"
"2005-08","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","117549","","","t","0"
"2005-08","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","93","","","","0"
"2005-08","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","382760","","","","0"
"2005-08","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-08","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-08","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-09","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2746","","","","0"
"2005-09","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","7517357","","","","0"
"2005-09","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","22506","","","t","0"
"2005-09","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","118343","","","t","0"
"2005-09","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","87","","","","0"
"2005-09","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","349897","","","","0"
"2005-09","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-09","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-09","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-10","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2650","","","","0"
"2005-10","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6746958","","","","0"
"2005-10","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","23410","","","t","0"
"2005-10","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","122973","","","t","0"
"2005-10","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","76","","","","0"
"2005-10","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","309060","","","","0"
"2005-10","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-10","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-10","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-11","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2349","","","","0"
"2005-11","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","5604307","","","","0"
"2005-11","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","22313","","","t","0"
"2005-11","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","115476","","","t","0"
"2005-11","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","68","","","","0"
"2005-11","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","283866","","","","0"
"2005-11","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-11","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-11","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2005-12","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2595","","","","0"
"2005-12","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6653978","","","","0"
"2005-12","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","23324","","","t","0"
"2005-12","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","121189","","","t","0"
"2005-12","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","80","","","","0"
"2005-12","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","313608","","","","0"
"2005-12","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2005-12","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2005-12","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2006-01","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2592","","","","0"
"2006-01","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6826667","","","","0"
"2006-01","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","19704","","","t","0"
"2006-01","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","102057","","","t","0"
"2006-01","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","82","","","","0"
"2006-01","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","315785","","","","0"
"2006-01","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2006-01","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2006-01","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2006-02","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2487","","","","0"
"2006-02","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6222081","","","","0"
"2006-02","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","20184","","","t","0"
"2006-02","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","103383","","","t","0"
"2006-02","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","74","","","","0"
"2006-02","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","290981","","","","0"
"2006-02","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2006-02","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2006-02","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2006-03","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2867","","","","0"
"2006-03","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","7378766","","","","0"
"2006-03","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","23807","","","t","0"
"2006-03","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","123366","","","t","0"
"2006-03","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","84","","","","0"
"2006-03","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","329037","","","","0"
"2006-03","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2006-03","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2006-03","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2006-04","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2673","","","","0"
"2006-04","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","6836317","","","","0"
"2006-04","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","21452","","","t","0"
"2006-04","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","111502","","","t","0"
"2006-04","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","77","","","","0"
"2006-04","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","310860","","","","0"
"2006-04","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
"2006-04","Canada","2021A000011124","Total operating expenses","Dollars","81","thousands","3","v11750","1.8","","..","","t","0"
"2006-04","Canada","2021A000011124","Total interest expenses","Dollars","81","thousands","3","v11751","1.9","","..","","t","0"
"2006-05","Canada","2021A000011124","Passengers","Number","223","thousands","3","v11743","1.1","2795","","","","0"
"2006-05","Canada","2021A000011124","Passenger-kilometres","Number","223","thousands","3","v11744","1.2","7306486","","","","0"
"2006-05","Canada","2021A000011124","Kilograms of goods","Kilograms","192","thousands","3","v11745","1.3","20960","","","t","0"
"2006-05","Canada","2021A000011124","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v11746","1.4","107432","","","t","0"
"2006-05","Canada","2021A000011124","Hours flown","Number","223","thousands","3","v11747","1.5","81","","","","0"
"2006-05","Canada","2021A000011124","Turbo fuel consumed","Litres","203","thousands","3","v11748","1.6","325906","","","","0"
"2006-05","Canada","2021A000011124","Total operating revenues","Dollars","81","thousands","3","v11749","1.7","","..","","","0"
